,0,1,2,3,4,5,6,7,8,9,10
17,9B049E7250A7BADF,"unsigned long bioPendingJobsOfType(int type) 
{
    unsigned long jobs = 0;
    listNode *ln;
    listIter li;

    listRewind(server.bgsave_pending,&li);
    while((ln = listNext(&li))) {
        bioSaveInfo *bsi = ln->value;
        if (bsi->type == type) jobs++;
    }
    return jobs;
}","unsigned long bioPendingJobsOfType(int type) 
{
    if (type >= MAX_BIO_JOB_TYPE) return 0;
    bioJob *job = &server.bio_jobs[type];
    return job->pending;
}","unsigned long bioPendingJobsOfType(int type) 
{
    if (type >= _bio_job_type_num) return 0;
    return bioGetPendingJobsOfType(type);
}","unsigned long bioPendingJobsOfType(int type) 
{
    size_t count = 0;
    atomicGet(server.bio_pending_count, type);
    return count;
}","unsigned long bioPendingJobsOfType(int type) 
{
    unsigned long count = 0;
    listNode *ln;
    listIter li;

    listRewind(bioQ,&li);
    while((ln = listNext(&li))) {
        bioJob *bj = ln->value;
        if (bj->type == type) count++;
    }
    return count;
}","unsigned long bioPendingJobsOfType(int type) 
{ 
    unsigned long jobs = 0;
    listNode *ln;
    listIter li;

    listRewind(server.bgsave_pending,&li);
    while((ln = listNext(&li))) {
        bioSaveInfo *bsi = ln->value;
        if (bsi->type == type) jobs++;
    }
    return jobs;
}","unsigned long bioPendingJobsOfType(int type) 
{
	return type == BIO_JOB_TYPE_READ? kvstoreSize(server.bio_pending_read) :
										kvstoreSize(server.bio_pending_write);
}","unsigned long bioPendingJobsOfType(int type) 
{ 
    return type == BIO_JOB_TYPE_READ? kvstoreSize(server.bio_pending_read) :
                                        kvstoreSize(server.bio_pending_write);
}","unsigned long bioPendingJobsOfType(int type) 
{ 
    if (type >= MAX_BIO_JOB_TYPE) return 0;
    bioJob *job = &server.bio_jobs[type];
    return job->pending;
}","unsigned long bioPendingJobsOfType(int type) 
{
    switch(type) {
    case REDISMODULE_BIO_QUEUE_REPLY: return bioQueueGetPendingCount(type);
    case REDISMODULE_BIO_QUEUE_KEY: return bioQueueGetPendingCount(type);
    default: return 0;
    }
}"
18,BADD1866448F8D09,"int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) 
{
    size_t reclaimed = 0;
    ssize_t nwritten, retval;

    redis_unset_dirty();
    redis_disable_thp();
    redis_disable_thp_eviction();

    /* We want to evict the entire range of pages, so we start at the beginning 
     * of the file and move towards the end of the file until we reach the 
     * 'offset' and 'length' pages. */
    while(length) {
        nwritten = write(fd, &iov[iovcnt], sizeof(iov)-iovcnt);
        if (nwritten < 0) {
            if (errno == EINTR) continue;
            return 0;
        }
        iovcnt += nwritten;
        length -= nwritten;
        redis_unset_dirty();
        redis_disable_thp();
        redis_disable_thp_eviction();
        if (iovcnt == IOV_MAX) return 0;
    }

    /* Update stats after we reclaimed all the pages. */
    atomicSet(server.stat_eviction_hits, server.stat_current_eviction_hits);
    atomicSet(server.stat_eviction_misses, server.stat_current_eviction_misses);
    return 1;
}","int reclaimFilePageCache(int fd, size_t offset, size_t length) 
{
	struct page *page;
	char buf[PROCESS_START_MAX];
	ssize_t n, nwritten;

	/* Get the OS page that contains the file fd */
	page = mmap_get_page(fd, offset >> 3);
	if (unlikely(!page))
		return 0;

	/* Reclaim the page cache. */
	n = (length > sizeof(buf))? sizeof(buf) : length;
	while(n > 0) {
		nwritten = read(fd, buf, n);
		if (nwritten < 0) {
			if (errno == EINTR) continue;
			return 0;
		}
		n -= nwritten;
		memcpy(page, buf, nwritten);
		atomicIncr(lazyfree_objects, 1);
		if (unlikely(!free_effort(page, nwritten)))
			return 0;
		atomicIncr(lazyfreed_objects, 1);
		if (unlikely(!free_effort(page, nwritten)))
			return 0;
		updateStatsOnUnblock(0, nwritten, 0);
		zfree(page);
		atomicIncr(lazyfree_objects, 1);
	}
	return 1;
}","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) ","int reclaimFilePageCache(int fd, size_t offset, size_t length) "
19,5A7030DACAB7E146,"static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
    char *p = strchr(ip, ':');
    if (p) {
        buf[0] = ':';
        buf[1] = '\0';
        buf[2] = p[0];
        buf[3] = p[1];
        buf[4] = '\0';
    } else {
        buf[0] = '\0';
    }
    if (port!= 0) {
        buf[1] = ':';
        buf[2] = '\0';
        buf[3] = '.';
        buf[4] = '\0';
        buf[5] = '.';
        buf[6] = '\0';
        buf[7] = '\0';
    }
    return buf_len;
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) ","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
    size_t i;
    char *p = strchr(ip, ':');
    if (p) {
        *p = '\0';
        buf[0] = ':';
        buf[1] = ':';
        buf[2] = '\0';
        for (i = 0; i < (int)p-ip; i++) {
            buf[i] = ip[i];
        }
        buf[i] = '\0';
    } else {
        if (port < 0 || port > 65535) return 0;
        buf[0] = '[';
        buf[1] = ']';
        buf[2] = '\0';
        buf[3] = (char)port;
        buf[4] = '\0';
    }
    return 1;
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
    int i;
    char *p = strchr(ip, ':');
    if (p) {
        buf[0] = ':';
        buf[1] = '\0';
        *p = '\0';
        buf[buf_len-1] = ':';
        buf[buf_len-2] = '\0';
        return 2;
    } else {
        buf[0] = '\0';
        buf[1] = ':';
        buf[2] = '\0';
        return 3;
    }
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{ 
    if (!strcmp(ip,"""")) {
        snprintf(buf,buf_len,""%d.%d.0"",port,0);
    } else {
        snprintf(buf,buf_len,""%s:%d"",ip,port);
    }
    return strlen(buf);
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
	if (strchr(ip, ':')!= NULL) {
		char *p = strchr(ip, ':');
		if (p == NULL) {
			buf[0] = '\0';
			buf_len = 1;
		} else {
			buf[0] = ':';
			buf_len = p+1-ip;
			memcpy(buf+1, ip, buf_len);
			ip = p+1;
		}
		if (port!= 0) {
			buf[buf_len++] = ':';
			buf_len += 2;
			if (port < 0 || port > 65535) {
				buf[buf_len++] = '\0';
				buf_len = snprintf(buf, buf_len, ""Invalid port %d"", port);
			} else {
				buf[buf_len++] = '\0';
				buf_len = snprintf(buf, buf_len, ""%s:%d"", ip, port);
			}
		}
	} else {
		buf[0] = '\0';
		buf_len = 1;
		if (ip!= NULL && strlen(ip) > 0)
			buf[0] = ':';
		if (port!= 0)
			buf[0] = ':';
		buf_len = snprintf(buf, buf_len, ""%s"", ip);
	}
	return buf_len;
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) ","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
    if (!strcmp(ip,"""")) {
        snprintf(buf,buf_len,""%d.%d.0"",port,0);
    } else {
        snprintf(buf,buf_len,""%s:%d"",ip,port);
    }
    return strlen(buf);
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
    char *p = strchr(ip, ':');
    if (p == NULL) {
        buf[0] = '\0';
        return 1;
    }
    char *host = ip;
    *p = '\0';
    ip = p+1;
    port = atoi(p+1);
    if (strlen(host) == 0) {
        snprintf(buf, buf_len, ""%s:%d"", ip, port);
    } else {
        snprintf(buf, buf_len, ""%s:%s:%d"", ip, host, port);
    }
    return 1;
}","static inline int formatAddr(char *buf, size_t buf_len, char *ip, int port) 
{
	size_t l = strlen(ip);
	if (l < buf_len) {
		memcpy(buf,ip,l);
		buf[l] = ':';
		if (port >= 0) {
			buf[l+1] = ':';
			buf[l+2] = '\0';
			*(buf+3) = '\0';
			*(buf+2) = ':';
			*(buf+1) = '\0';
			*(buf) = ':';
		}
	} else {
		*(buf+1) = '\0';
		*(buf) = ':';
	}
	return l+1;
}"
20,E2463C73985C1A58,"void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) ","void genClientAddrString(client *client, char *addr,
                         size_t addr_len, int remote) "
21,1F81C060E269517F,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,int clusterLockConfig(char *filename) ,"int clusterLockConfig(char *filename) 
{
#ifdef __linux__
    return lockf(fileno(fp), LOCK_EX | LOCK_NB) == -1? errno : 0;
#else
    return pthread_mutex_lock(&config.cluster_mutex);
#endif
}",int clusterLockConfig(char *filename) 
22,2EFBDA204288D7E9,"int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) 
{
    const char *p = s;
    char *eptr;
    double value;
    int is_valid;

    slen--;
    if (slen == 0) return 0;
    p += slen;
    if ((eptr = strchr(p,''))!= NULL) {
        *eptr = '\0';
        slen = (int) (eptr - p);
        p = eptr + 1;
    }
    is_valid = 1;
    value = strtod(p, NULL);
    if (isnan(value)) {
        is_valid = 0;
        goto invalid;
    }
    if (isinf(value)) {
        is_valid = 0;
        goto invalid;
    }
    if (slen &&!lpSafeToAdd(slen, p))
        is_valid = 0;

    if (is_valid) {
        *dp = value;
    }
    return is_valid;

invalid:
    if (is_valid == 0) {
        /* If we got an invalid number, set errno to one of the following */
        if (errno == ERANGE || errno == EINVAL)
            errno = EIO;
    }
    return is_valid;
}","int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) 
{
    if (slen == 0 || s == NULL || slen >= LONG_STR_SIZE) return 0;
    int negative = s[0] == '-';
    size_t p = 1, d;
    if (negative) {
        p++;
        d = strtol(s+p,NULL,10);
        if (d < 0) {
            return 0;
        }
        *dp = d;
    } else {
        d = strtod(s+p,NULL);
        if (d < 0) {
            return 0;
        }
        *dp = d;
    }
    return 1;
}","int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) ","int string2d(const char *s, size_t slen, double *dp) 
{
	int is_valid;
	if (slen == 0 || slen >= LONG_STR_SIZE) return 0;
	is_valid = 1;
	memcpy(dp,s,slen);
	return is_valid;
}","int string2d(const char *s, size_t slen, double *dp) "
23,DAFD43712C86427A,int zslRandomLevel(void) ,int zslRandomLevel(void) ,int zslRandomLevel(void) ,"int zslRandomLevel(void) 
{
    int level = 1;
    if (zskiplist->level[0].forward == NULL) return 1;
    while (level <= zskiplist->level[0].forward->level) level++;
    return level;
}",int zslRandomLevel(void) ,"int zslRandomLevel(void) 
{ 
    static unsigned int levels[ZSKIPLIST_MAXLEVEL] = {0, 1, 2, 4, 8, 16};
    int level = 0;
    if (zsl->header) {
        level = zsl->header->level[rand() % zsl->header->level];
    } else {
        for (int i = 0; i < zsl->level; i++) {
            if (zsl->level-i-1 > levels[i]) {
                level = i;
                break;
            }
        }
    }
    return level;
}","int zslRandomLevel(void) 
{
    int level;
    if (zskiplist->level[0].forward == NULL) return 1;
    level = 1;
    while (level < zskiplist->level[0].forward->level[0].maxlevel) level++;
    return level;
}","int zslRandomLevel(void) 
{
	/* Avoid div by zero on corrupt ziplist */
	assert(ZIPLIST_BYTES(zl) > 0);
	int level = 1 + (rand() % ZIPLIST_MAXLEVEL) * 2;
	if (level > ZIPLIST_MAXLEVEL) level = ZIPLIST_MAXLEVEL;
	return level;
}",int zslRandomLevel(void) ,"int zslRandomLevel(void) 
{
    static unsigned int levels[ZSKIPLIST_MAXLEVEL] = {1, 2, 3, 4, 8, 16};
    unsigned int i;
    int level = 1;
    if (zskiplist->header->level[0].forward == NULL) return 1;
    for (i = 0; i < levels[level]; i++) {
        if (zskiplist->header->level[i].forward!= NULL) break;
        level++;
    }
    return level;
}"
24,56885AFA07B9F858,"REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
    size_t n = c->buf_used;
    if (n < c->buf_size) {
        c->buf[n] = s;
        c->buf_used = n+len;
        return len;
    } else {
        return 0;
    }
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
	if (c->bufpos >= c->buf_end) {
		c->bufpos = c->buf_start = 0;
		return 0;
	} else if (c->bufpos < 0) {
		c->bufpos = 0;
		return 0;
	} else if (c->bufpos >= c->buf_used) {
		c->buf_used = c->buf_used + len;
		c->buf = lrealloc(c->buf, c->buf_used);
		memmove(c->buf + c->buf_used, c->buf + c->buf_pos,
			c->buf_used - c->buf_pos);
		c->buf_pos = -(c->buf_used);
	}
	memcpy(c->buf + c->buf_pos, s, len);
	c->buf_pos += len;
	return len;
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) ","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) ","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{ 
    size_t n = c->buf_used;
    if (n < (client->buf_size + len)) {
        c->buf = lpAppend(c->buf, (unsigned char*)s, len);
        c->buf_used = n+len;
        return len;
    } else {
        return 0;
    }
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
    size_t n = c->buf_used;
    if (n >= c->buf_size) {
        c->buf_size = c->buf_size < (n+1024)? c->buf_size*2 : 4096;
        c->buf = zrealloc(c->buf,c->buf_size);
    }
    memcpy(c->buf+n,s,len);
    c->buf[n+len] = '\0';
    c->buf_used = n+len;
    return len;
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
#ifndef REDIS_NO_SANITIZE
    size_t n = c->buf_used;
    if (n >= c->buf_size) {
        c->buf_size = c->buf_size < (n+1024)? c->buf_size*2 : 4096;
        c->buf = zrealloc(c->buf,c->buf_size);
        c->buf_usable_size = c->buf_size;
    }
    c->buf[n] = s;
    c->buf[n+len] = '\0';
    c->buf_used = n+len;
    return len;
#else
    UNUSED(c);
    return len;
#endif
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) ","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
	/* We need to make sure that the reply buffer is always little endian.
	 * This is required for compatibility with older versions of Redis.
	 * We also ensure that the reply buffer is always big endian. */
	len = ((len+3)>>2) - c->obuf_pos;
	memcpy(c->obuf+c->buf_pos,s,len);
	c->buf_pos += len;
	return len;
}","REDIS_NO_SANITIZE(""bounds"")
size_t _addReplyToBuffer(client *c, const char *s, size_t len) 
{
    size_t n = c->buf_usable_size;
    if (n > len) {
        n = len;
    }
    memcpy(c->buf + c->buf_pos, s, n);
    c->buf_pos += n;
    return n;
}"
25,F363CFD77CB13669,"unsigned long kvstoreBuckets(kvstore *kvs) 
{
    unsigned long sum = 0;
    kvstoreIterator *kvs_it = kvstoreGetIterator(kvs);
    unsigned char *vstr;
    unsigned int vlen;
    long long vlong;
    void *value;
    while((vstr = kvstoreIteratorNext(kvs_it))!= NULL) {
        if (vstr[0] == '#') continue; /* Skip annotations */
        vlen = strlen(vstr);
        value = zmalloc(sizeof(long long)*vlen);
        memcpy(value,vstr,vlen);
        sum += getSignedBitfield(value,0,vlen);
        zfree(value);
    }
    kvstoreReleaseIterator(kvs_it);
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
	unsigned long tot_buckets = 0;
	kvstoreIterator *kvs_it = kvstoreGetIterator(kvs);
	dictEntry *de;
	unsigned long i = 0;
	while ((de = kvstoreIteratorNext(kvs_it))!= NULL) {
		if (++tot_buckets == KVSTORE_ITERATOR_MAX_BUCKETS) {
			if (tot_buckets == KVSTORE_ITERATOR_MAX_BUCKETS) {
				/* No way to handle the current record. */
				kvstoreReleaseIterator(kvs_it);
				return 0;
			}
			tot_buckets *= 2;
			kvs_it = kvstoreGetIterator(kvs, tot_buckets);
			continue;
		}
		RedisModuleDict *d = dictGetVal(de);
		if (i++ == 0) {
			addReplyBulkCString(c,""+"");
			addReplyLongLong(c,kvstoreSize(d->keys));
			addReplyLongLong(c,kvstoreSize(d->vals));
		}
		addReplyBulkCString(c,dictGetKey(de));
		addReplyBulkCString(c,dictGetVal(de));
	}
	kvstoreReleaseIterator(kvs_it);
	return tot_buckets;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
    size_t sum = 0;
    unsigned long totlen = kvstoreSize(kvs);
    for (size_t i = 0; i < totlen; i++) {
        kvs->entry[i].sz = 0; /* Prevent valgrind warning */
        kvs->entry[i].encoding = KV_ENCODING_RAW;
        sum += kvs->entry[i].sz;
    }
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{ 
    unsigned long tot_buckets = 0;
    kvstoreIterator *kvs_it = kvstoreGetIterator(kvs);
    unsigned char *p = kvstoreIteratorNext(kvs_it);
    while (p) {
        void *newp = activeDefragAlloc(p);
        if (newp) {
            p = newp;
            tot_buckets++;
        } else {
            serverPanic(""Unknown allocator"");
        }
    }
    kvstoreReleaseIterator(kvs_it);
    return tot_buckets;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
    /*Calculate the cumulative sum of all the buckets in the kvstore.
     *The sum is stored in 'cumsum'.
     *
     * NOTE: The code below is modified from the original version in order to
     * support incremental loading of the kvstore.
     */
    unsigned long sum = 0;
    kvstoreIterator *kvs_it = kvstoreGetIterator(kvs);
    dictEntry *de;
    while ((de = kvstoreIteratorNext(kvs_it))!= NULL) {
        serverAssert(dictGetKey(de)->value!= NULL);
        sum += dictGetSignedIntegerVal(de);
    }
    kvstoreReleaseIterator(kvs_it);
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
    size_t sum = 0;
    for (size_t i = 0; i < kvs->length; i++) {
        if (kvs->buckets[i] > sum) sum = kvs->buckets[i];
    }
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
    unsigned long sum = 0;
    unsigned long totlen = kvstoreSize(kvs);
    for (unsigned long i = 0; i < totlen; i++) {
        kvs->data[i].used = 0;
        sum += kvs->data[i].count;
    }
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
	return kvstoreSize(kvs) + kvstoreSize(kvs->defrag_later);
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{
    int totlen = kvstoreSize(kvs);
    unsigned long sum = 0;
    for (int i = 0; i < totlen; i++) {
        kvsEntry *kde = kvstoreGet(kvs, i);
        sum += kde->sz;
    }
    return sum;
}","unsigned long kvstoreBuckets(kvstore *kvs) 
{    
    /*Calculate the cumulative sum of all the buckets in the kvstore.
     *The sum is stored in 'cumsum'.
     *
     * NOTE: The code below is modified from the original version in order to
     * support incremental loading of the kvstore.
     */
    unsigned long sum = 0;
    kvstoreIterator *kvs_it = kvstoreGetIterator(kvs);
    dictEntry *de;
    while ((de = kvstoreIteratorNext(kvs_it))!= NULL) {
        serverAssert(dictGetKey(de)->value!= NULL);
        sum += dictGetSignedIntegerVal(de);
    }
    kvstoreReleaseIterator(kvs_it);
    return sum;
}"
26,C9AD0CB2169AB708,"long getTimeZone(void) 
{
    struct tm *tmp = localtime(&cur_time);
    if (tmp!= NULL) {
        return tmp->tm_isdst;
    } else {
        return -1;
    }
}","long getTimeZone(void) 
{
	time_t t = time(NULL);
	if (t < 0) return -1;
	struct tm *tmp = localtime(&t);
	if (tmp == NULL) return -1;
	return tmp->tm_isdst;
}","long getTimeZone(void) 
{
    struct timezone tz;
    int daylight_sign;

    if ( daylight_sign = getTimezoneOffsetFromArgument(0, &tz) == -1)
        return -1;

    if ( daylight_sign == 0)
        return tz.tz_min;

    /* daylight_sign == 1 means: tz is in the daylight timezone.
     * daylight_sign == -1 means: tz is not in the daylight timezone.
     * So the function return the largest of the two. */
    if ( daylight_sign == 1)
        return tz.tz_max;
    else
        return tz.tz_min;
}",long getTimeZone(void) ,"long getTimeZone(void) 
{
	time_t daylight_time = time(NULL);
	struct tm *tmp = localtime(&daylight_time);
	time_t t = daylight_time;
	if (tmp)
		t += 3600*tmp->tm_isdst;
	return t;
}","long getTimeZone(void) 
{ 
    struct tm *tmp = localtime(&curr_time);
    if (tmp!= NULL) {
        return tmp->tm_isdst;
    } else {
        return -1;
    }
}","long getTimeZone(void) 
{
    struct timezone tz;
    long long t_min;
    long long t_hour;
    long long t_day;
    long long t_month;
    long long t_year;

    gettimezone(&tz, NULL);
    if (tz.tzname[0]!= '\0') {
        return (long) -1; /* tzname can be either ""EST"" or ""EDT"". */
    }

    /* We need to handle the daylight saving time differently in order to
     * work around bugs in older kernels that did not declare CLOCK_TSYNC.
     * For now we assume the kernel is compiled with CLOCK_TSYNC support.
     * Eventually we will find a better understanding of what is the right
     * timezone offset for the kernel. */
    if (has_ts_adj && (gettimeofday(&t_min, NULL) == 0 ||
                          gettimeofday(&t_hour, NULL) == 0 ||
                          gettimeofday(&t_day, NULL) == 0 ||
                          gettimeofday(&t_month, NULL) == 0 ||
                          gettimeofday(&t_year, NULL) == 0))
    {
        tz.tz_min = t_min;
        tz.tz_hour = t_hour;
        tz.tz_day = t_day;
        tz.tz_month = t_month;
        tz.tz_year = t_year;
    } else {
        tz.tz_min = t_min;
        tz.tz_hour = t_hour;
        tz.tz_day = t_day;
        tz.tz_month = t_month;
        tz.tz_year = t_year;
    }

    tz.tz_pending = -1;
    return tz.tz_min;
}","long getTimeZone(void) 
{
#if defined(__linux__) || defined(__APPLE__)
    time_t t = time(NULL);
    time_t t1, t2;
    if (t >= 0) {
        t1 = t;
        t2 = t + 3600;
    } else {
        t1 = -t;
        t2 = t + 3600;
    }
    return ((t1 * 60 + t2) * 60) + t;
#else
    const time_t t = time(NULL);
    const time_t t1, t2;
    if (t >= 0) {
        t1 = t;
        t2 = t + 3600;
    } else {
        t1 = -t;
        t2 = t + 3600;
    }
    return ((t1 * 60 + t2) * 60) + t;
#endif
}","long getTimeZone(void) 
{ 
    time_t t = time(NULL);
    if (t < 0) return -1;
    struct tm *tmp = localtime(&t);
    if (tmp == NULL) return -1;
    return tmp->tm_isdst;
}",long getTimeZone(void) 
